		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
24.03.24	9:35	4.8	4.8	4.8	96	4.2	4.5	NNE	1.34	6.3	NNE	1.3	4.9	1.4	---	1015.1	0.00	0.0	82	0.59	84	0.0	0.00	0.0	0.047	0.000	9.6	80	6.3	9.6	16.36	1.2395	0.00	117	1	100.0	5
24.03.24	9:40	4.9	4.9	4.8	96	4.3	3.6	NNE	1.07	6.7	NE	2.0	4.9	2.1	---	1015.4	0.00	0.0	84	0.60	91	0.0	0.00	0.0	0.047	0.000	9.6	80	6.3	9.6	16.36	1.2399	0.00	117	1	100.0	5
24.03.24	9:45	4.9	5.0	4.8	96	4.4	3.1	NNE	0.94	5.8	NNE	2.3	5.0	2.4	---	1015.5	0.00	0.0	86	0.62	98	0.0	0.00	0.0	0.046	0.000	9.6	80	6.3	9.6	16.36	1.2400	0.00	117	1	100.0	5
24.03.24	9:50	4.9	4.9	4.9	96	4.4	3.6	NNE	1.07	5.4	N	2.1	5.0	2.1	---	1015.5	0.00	0.0	69	0.49	72	0.0	0.00	0.0	0.046	0.000	9.6	80	6.3	9.6	16.36	1.2400	0.00	117	1	100.0	5
24.03.24	9:55	5.1	5.1	4.9	96	4.5	3.1	NNE	0.94	4.5	NNE	2.4	5.1	2.5	---	1015.5	0.00	0.0	66	0.47	69	0.0	0.00	0.0	0.046	0.000	9.6	80	6.3	9.6	16.36	1.2400	0.00	117	1	100.0	5
24.03.24	10:00	5.0	5.1	5.0	96	4.4	3.6	NNE	1.07	5.4	NE	2.1	5.1	2.2	---	1015.5	0.00	0.0	60	0.43	63	0.0	0.00	0.0	0.046	0.000	9.6	80	6.3	9.6	16.36	1.2400	0.03	117	1	100.0	5
24.03.24	10:05	5.0	5.1	4.9	96	4.4	4.0	NNE	1.21	5.8	NNE	1.8	5.1	1.9	---	1015.4	0.00	0.0	56	0.40	65	0.0	0.00	0.0	0.046	0.000	9.6	80	6.3	9.6	16.36	1.2399	0.00	117	1	100.0	5
24.03.24	10:10	4.9	5.0	4.9	96	4.3	4.5	NNE	1.34	6.7	NNE	1.4	4.9	1.5	---	1015.7	0.00	0.0	55	0.39	60	0.0	0.00	0.0	0.047	0.000	9.6	80	6.3	9.6	16.36	1.2402	0.00	117	1	100.0	5
24.03.24	10:15	4.9	4.9	4.8	96	4.4	4.0	NNE	1.21	6.3	NE	1.8	5.0	1.8	---	1015.8	0.00	0.0	56	0.40	76	0.0	0.00	0.0	0.046	0.000	9.6	80	6.3	9.6	16.36	1.2403	0.00	117	1	100.0	5
24.03.24	10:20	4.9	5.0	4.9	96	4.4	4.0	NNE	1.21	6.3	NNE	1.8	5.0	1.8	---	1015.8	0.00	0.0	148	1.06	237	0.4	0.01	0.8	0.046	0.000	9.6	80	6.3	9.6	16.36	1.2404	0.00	117	1	100.0	5
24.03.24	10:25	5.1	5.1	4.9	96	4.5	4.0	NNE	1.21	6.7	NNE	1.9	5.1	1.9	---	1015.9	0.00	0.0	288	2.06	336	0.9	0.03	1.0	0.046	0.000	9.7	80	6.4	9.6	16.36	1.2402	0.00	117	1	100.0	5
24.03.24	10:30	5.0	5.1	5.0	96	4.4	4.5	NNE	1.34	6.7	NNE	1.6	5.1	1.6	---	1016.0	0.00	0.0	227	1.63	290	0.8	0.03	0.8	0.046	0.000	9.7	80	6.4	9.7	16.36	1.2400	0.00	117	1	100.0	5
24.03.24	10:35	5.1	5.1	4.9	96	4.5	4.5	NE	1.34	6.3	N	1.7	5.2	1.7	---	1015.9	0.00	0.0	243	1.74	258	0.9	0.03	0.9	0.046	0.000	9.8	80	6.5	9.8	16.36	1.2396	0.00	117	1	100.0	5
24.03.24	10:40	5.1	5.2	5.1	96	4.5	4.9	NNE	1.48	6.3	NE	1.4	5.2	1.5	---	1015.8	0.00	0.0	175	1.25	218	0.7	0.03	1.0	0.046	0.000	9.8	80	6.5	9.8	16.36	1.2391	0.00	118	1	100.0	5
24.03.24	10:45	5.1	5.2	5.1	96	4.5	4.5	NE	1.34	5.8	NE	1.7	5.2	1.7	---	1015.9	0.00	0.0	165	1.18	186	0.7	0.03	0.7	0.046	0.000	9.8	80	6.5	9.8	16.36	1.2393	0.00	117	1	100.0	5
24.03.24	10:50	5.1	5.2	5.1	96	4.5	4.0	NNE	1.21	5.8	NNE	1.9	5.2	2.0	---	1016.0	0.00	0.0	139	1.00	186	0.6	0.02	0.7	0.046	0.000	9.8	80	6.5	9.8	16.36	1.2395	0.00	117	1	100.0	5
24.03.24	10:55	5.2	5.2	5.1	96	4.6	3.1	NNE	0.94	5.4	NE	2.7	5.3	2.7	---	1015.9	0.00	0.0	158	1.13	165	0.7	0.03	0.7	0.046	0.000	9.8	80	6.5	9.8	16.36	1.2393	0.00	117	1	100.0	5
24.03.24	11:00	5.2	5.2	5.2	95	4.4	4.5	NE	1.34	5.8	NE	1.8	5.2	1.8	---	1015.9	0.00	0.0	143	1.02	172	0.7	0.03	0.8	0.046	0.000	9.8	80	6.5	9.8	16.36	1.2393	0.08	117	1	100.0	5
24.03.24	11:05	5.1	5.2	5.1	95	4.4	4.5	NNE	1.34	6.3	NNE	1.7	5.2	1.7	---	1016.0	0.00	0.0	191	1.37	206	0.8	0.03	0.9	0.046	0.000	9.9	80	6.6	9.9	16.35	1.2392	0.00	117	1	100.0	5
24.03.24	11:10	5.3	5.3	5.1	96	4.7	3.1	N	0.94	4.9	NE	2.8	5.4	2.8	---	1015.9	0.00	0.0	176	1.26	207	0.8	0.03	0.9	0.045	0.000	9.9	79	6.4	9.8	16.05	1.2392	0.00	117	1	100.0	5
24.03.24	11:15	5.3	5.4	5.3	96	4.7	3.6	NNE	1.07	6.7	NE	2.5	5.4	2.6	---	1015.8	0.00	0.0	160	1.15	169	0.8	0.03	0.8	0.045	0.000	9.9	79	6.4	9.8	16.05	1.2391	0.00	117	1	100.0	5
24.03.24	11:20	5.3	5.4	5.3	95	4.6	3.6	NNE	1.07	5.4	NNE	2.5	5.4	2.6	---	1015.8	0.00	0.0	131	0.94	142	0.6	0.02	0.7	0.045	0.000	9.9	79	6.4	9.8	16.05	1.2390	0.00	117	1	100.0	5
24.03.24	11:25	5.4	5.4	5.3	96	4.8	3.6	NNE	1.07	5.8	NNE	2.6	5.4	2.6	---	1015.9	0.00	0.0	129	0.92	135	0.6	0.02	0.6	0.045	0.000	9.9	79	6.4	9.8	16.05	1.2391	0.00	117	1	100.0	5
24.03.24	11:30	5.4	5.4	5.3	95	4.7	3.6	NNE	1.07	5.4	NE	2.7	5.5	2.7	---	1015.8	0.00	0.0	132	0.95	137	0.6	0.02	0.6	0.045	0.000	9.9	79	6.4	9.8	16.05	1.2391	0.00	117	1	100.0	5
24.03.24	11:35	5.4	5.5	5.4	95	4.7	4.0	NE	1.21	6.3	NE	2.4	5.5	2.4	---	1015.7	0.00	0.0	159	1.14	174	0.7	0.03	0.8	0.045	0.000	9.9	79	6.4	9.8	16.05	1.2389	0.00	111	1	97.4	5
24.03.24	11:40	5.4	5.4	5.4	95	4.7	3.6	NNE	1.07	5.8	N	2.7	5.5	2.7	---	1015.9	0.00	0.0	137	0.98	163	0.7	0.03	0.8	0.045	0.000	10.0	79	6.5	10.0	16.05	1.2386	0.00	117	1	100.0	5
24.03.24	11:45	5.4	5.4	5.3	95	4.7	4.0	NNE	1.21	6.7	NNE	2.3	5.4	2.3	---	1015.8	0.00	0.0	118	0.85	121	0.6	0.02	0.6	0.045	0.000	10.0	79	6.5	10.0	16.05	1.2385	0.00	118	1	100.0	5
24.03.24	11:50	5.3	5.4	5.3	95	4.6	4.0	NNE	1.21	5.8	NE	2.2	5.4	2.3	---	1015.9	0.00	0.0	117	0.84	118	0.5	0.02	0.6	0.045	0.000	10.0	79	6.5	10.0	16.05	1.2386	0.00	117	1	100.0	5
24.03.24	11:55	5.3	5.4	5.3	95	4.6	2.7	NNE	0.80	4.5	NNE	3.1	5.4	3.2	---	1016.0	0.00	0.0	107	0.77	114	0.5	0.02	0.5	0.045	0.000	9.9	79	6.5	9.9	16.05	1.2390	0.00	117	1	100.0	5
24.03.24	12:00	5.3	5.4	5.3	95	4.6	3.6	N	1.07	5.8	NNE	2.5	5.4	2.6	---	1016.0	0.00	0.0	108	0.77	111	0.5	0.02	0.5	0.045	0.000	9.9	79	6.5	9.9	16.05	1.2390	0.05	117	1	100.0	5
24.03.24	12:05	5.4	5.4	5.3	95	4.7	3.1	NNE	0.94	5.4	NE	2.8	5.4	2.9	---	1016.0	0.00	0.0	125	0.90	137	0.6	0.02	0.6	0.045	0.000	9.9	79	6.4	9.8	16.05	1.2393	0.00	117	1	100.0	5
24.03.24	12:10	5.4	5.4	5.4	95	4.7	4.0	NNE	1.21	5.4	NE	2.4	5.5	2.4	---	1016.1	0.00	0.0	147	1.05	162	0.7	0.03	0.8	0.045	0.000	9.9	79	6.4	9.8	16.05	1.2395	0.00	117	1	100.0	5
24.03.24	12:15	5.4	5.4	5.4	95	4.7	4.0	NNE	1.21	6.3	NNE	2.4	5.5	2.4	---	1016.2	0.00	0.0	176	1.26	199	0.8	0.03	0.9	0.045	0.000	9.9	79	6.5	9.9	16.05	1.2392	0.00	117	1	100.0	5
24.03.24	12:20	5.6	5.6	5.4	95	4.8	3.6	ENE	1.07	5.8	ENE	2.8	5.6	2.8	---	1015.9	0.00	0.0	214	1.53	229	1.0	0.04	1.1	0.044	0.000	9.9	79	6.5	9.9	16.05	1.2389	0.00	117	1	100.0	5
24.03.24	12:25	5.7	5.7	5.6	95	5.0	3.6	NE	1.07	4.9	NE	3.0	5.8	3.1	---	1016.0	0.00	0.0	227	1.63	241	1.1	0.04	1.2	0.044	0.000	10.0	79	6.5	10.0	16.05	1.2387	0.00	117	1	100.0	5
24.03.24	12:30	5.8	5.8	5.7	95	5.0	3.1	NE	0.94	5.4	NE	3.3	5.8	3.4	---	1016.0	0.00	0.0	218	1.56	248	1.1	0.04	1.2	0.044	0.000	10.0	79	6.5	10.0	16.05	1.2388	0.00	117	1	100.0	5
24.03.24	12:35	5.8	5.9	5.8	95	5.1	3.1	NE	0.94	4.9	NE	3.4	5.9	3.5	---	1016.1	0.00	0.0	237	1.70	267	1.1	0.04	1.2	0.043	0.000	10.0	79	6.5	10.0	16.05	1.2388	0.00	117	1	100.0	5
24.03.24	12:40	5.9	5.9	5.8	94	5.0	3.6	NE	1.07	4.9	NNE	3.2	5.9	3.2	---	1016.0	0.00	0.0	258	1.85	315	1.2	0.04	1.4	0.043	0.000	10.1	79	6.6	10.0	16.05	1.2384	0.00	117	1	100.0	5
24.03.24	12:45	6.1	6.1	5.9	94	5.2	4.0	ENE	1.21	5.4	NE	3.1	6.1	3.1	---	1015.9	0.00	0.0	365	2.62	406	1.5	0.05	1.6	0.043	0.000	10.1	79	6.6	10.0	16.05	1.2383	0.00	117	1	100.0	5
24.03.24	12:50	6.2	6.3	6.1	94	5.3	3.6	NE	1.07	5.4	NE	3.6	6.3	3.6	---	1015.9	0.00	0.0	337	2.42	373	1.5	0.05	1.8	0.042	0.000	10.2	79	6.7	10.1	16.05	1.2378	0.00	118	1	100.0	5
24.03.24	12:55	6.2	6.3	6.1	94	5.3	4.0	NE	1.21	5.4	NE	3.2	6.3	3.3	---	1016.0	0.00	0.0	359	2.57	364	1.7	0.06	1.7	0.042	0.000	10.2	79	6.7	10.1	16.05	1.2378	0.00	117	1	100.0	5
24.03.24	13:00	6.3	6.3	6.2	93	5.2	4.0	NE	1.21	5.4	ENE	3.3	6.3	3.4	---	1015.9	0.00	0.0	361	2.59	373	1.7	0.06	1.8	0.042	0.000	10.2	79	6.7	10.2	16.05	1.2375	0.10	117	1	100.0	5
24.03.24	13:05	6.3	6.3	6.2	94	5.4	4.5	NE	1.34	5.8	NE	3.1	6.3	3.1	---	1015.9	0.00	0.0	389	2.79	410	1.8	0.06	1.8	0.042	0.000	10.3	79	6.8	10.2	16.05	1.2372	0.00	117	1	100.0	5
24.03.24	13:10	6.4	6.4	6.3	93	5.3	3.6	NE	1.07	5.4	ENE	3.8	6.4	3.8	---	1016.0	0.00	0.0	309	2.21	373	1.4	0.05	1.7	0.041	0.000	10.3	78	6.7	10.2	15.75	1.2371	0.00	117	1	100.0	5
24.03.24	13:15	6.5	6.6	6.4	94	5.6	3.1	ENE	0.94	4.9	ENE	4.2	6.6	4.3	---	1015.9	0.00	0.0	290	2.08	297	1.3	0.05	1.3	0.041	0.000	10.3	78	6.7	10.2	15.75	1.2370	0.00	117	1	100.0	5
24.03.24	13:20	6.6	6.6	6.4	93	5.5	3.1	NE	0.94	4.5	ENE	4.3	6.6	4.4	---	1015.9	0.00	0.0	218	1.56	248	1.1	0.04	1.2	0.041	0.000	10.3	78	6.7	10.2	15.75	1.2371	0.00	117	1	100.0	5
24.03.24	13:25	6.6	6.6	6.5	92	5.3	3.1	NE	0.94	5.4	NE	4.3	6.6	4.4	---	1015.8	0.00	0.0	195	1.40	227	0.9	0.03	1.0	0.041	0.000	10.3	78	6.7	10.2	15.75	1.2369	0.00	117	1	100.0	5
24.03.24	13:30	6.7	6.7	6.6	92	5.5	2.7	NNE	0.80	4.9	NNE	4.7	6.7	4.8	---	1015.9	0.00	0.0	285	2.04	301	1.3	0.05	1.3	0.041	0.000	10.3	79	6.8	10.2	16.05	1.2369	0.00	117	1	100.0	5
24.03.24	13:35	6.7	6.7	6.6	92	5.5	3.1	NNE	0.94	5.4	ENE	4.5	6.8	4.6	---	1015.8	0.00	0.0	335	2.40	366	1.5	0.05	1.6	0.040	0.000	10.3	78	6.7	10.2	15.75	1.2369	0.00	117	1	100.0	5
24.03.24	13:40	6.7	6.8	6.7	92	5.5	3.1	NNE	0.94	4.9	ENE	4.4	6.7	4.5	---	1015.9	0.00	0.0	301	2.16	313	1.4	0.05	1.4	0.041	0.000	10.4	78	6.7	10.3	15.75	1.2367	0.00	117	1	100.0	5
24.03.24	13:45	6.7	6.7	6.6	92	5.5	2.2	NNE	0.67	4.0	NNE	5.2	6.8	5.2	---	1015.9	0.00	0.0	298	2.14	313	1.5	0.05	1.6	0.040	0.000	10.4	78	6.7	10.3	15.75	1.2367	0.00	117	1	100.0	5
24.03.24	13:50	6.7	6.7	6.7	91	5.3	3.1	N	0.94	5.8	N	4.4	6.7	4.5	---	1015.8	0.00	0.0	340	2.44	348	1.7	0.06	1.7	0.041	0.000	10.4	78	6.8	10.3	15.75	1.2364	0.00	117	1	100.0	5
24.03.24	13:55	6.6	6.6	6.6	91	5.2	2.7	NNE	0.80	4.9	NNE	4.6	6.6	4.7	---	1016.0	0.00	0.0	344	2.47	403	1.7	0.06	1.9	0.041	0.000	10.4	78	6.8	10.3	15.75	1.2366	0.00	118	1	100.0	5
24.03.24	14:00	6.6	6.6	6.5	91	5.2	3.1	NNE	0.94	6.3	N	4.4	6.7	4.4	---	1015.8	0.00	0.0	421	3.02	469	1.9	0.07	2.0	0.041	0.000	10.5	78	6.8	10.3	15.75	1.2361	0.15	117	1	100.0	5
24.03.24	14:05	6.6	6.6	6.6	91	5.2	3.6	N	1.07	5.4	N	4.0	6.6	4.1	---	1016.0	0.00	0.0	288	2.06	330	1.5	0.05	1.7	0.041	0.000	10.6	78	6.9	10.4	15.75	1.2360	0.00	117	1	100.0	5
24.03.24	14:10	6.6	6.6	6.5	91	5.2	3.1	N	0.94	6.3	N	4.3	6.6	4.4	---	1016.0	0.00	0.0	229	1.64	239	1.1	0.04	1.2	0.041	0.000	10.6	78	6.9	10.4	15.75	1.2360	0.00	117	1	100.0	5
24.03.24	14:15	6.4	6.6	6.4	91	5.1	3.1	N	0.94	5.8	N	4.2	6.5	4.2	---	1016.0	0.00	0.0	214	1.53	220	1.0	0.04	1.1	0.041	0.000	10.6	78	6.9	10.4	15.75	1.2360	0.00	117	1	100.0	5
24.03.24	14:20	6.4	6.5	6.4	91	5.1	3.6	N	1.07	4.9	NE	3.8	6.5	3.9	---	1015.9	0.00	0.0	241	1.73	250	1.2	0.04	1.2	0.041	0.000	10.6	78	6.9	10.4	15.75	1.2359	0.00	117	1	100.0	5
24.03.24	14:25	6.4	6.4	6.3	91	5.0	3.6	N	1.07	5.4	N	3.8	6.4	3.8	---	1015.9	0.00	0.0	238	1.71	262	1.2	0.04	1.3	0.041	0.000	10.6	78	6.9	10.4	15.75	1.2359	0.00	117	1	100.0	5
24.03.24	14:30	6.4	6.5	6.4	91	5.1	3.1	NE	0.94	4.9	NE	4.2	6.5	4.2	---	1015.9	0.00	0.0	240	1.72	260	1.2	0.04	1.3	0.041	0.000	10.6	78	6.9	10.4	15.75	1.2355	0.00	117	1	100.0	5
24.03.24	14:35	6.6	6.6	6.4	91	5.2	2.7	N	0.80	4.9	N	4.6	6.6	4.7	---	1016.0	0.00	0.0	201	1.44	216	1.0	0.04	1.1	0.041	0.000	10.6	78	6.9	10.4	15.75	1.2357	0.00	117	1	100.0	5
24.03.24	14:40	6.7	6.7	6.5	91	5.4	2.2	NNE	0.67	4.5	NW	5.2	6.8	5.2	---	1015.9	0.00	0.0	173	1.24	179	0.9	0.03	0.9	0.040	0.000	10.6	78	6.9	10.4	15.75	1.2355	0.00	117	1	100.0	5
24.03.24	14:45	6.6	6.7	6.6	91	5.2	3.1	NNE	0.94	5.4	N	4.3	6.6	4.4	---	1015.9	0.00	0.0	161	1.15	167	0.8	0.03	0.8	0.041	0.000	10.6	78	6.9	10.4	15.75	1.2356	0.00	117	1	100.0	5
24.03.24	14:50	6.4	6.6	6.4	90	4.9	3.1	NNE	0.94	4.9	NNW	4.2	6.5	4.2	---	1015.9	0.00	0.0	166	1.19	171	0.8	0.03	0.8	0.041	0.000	10.6	78	6.9	10.4	15.75	1.2355	0.00	117	1	100.0	5
24.03.24	14:55	6.4	6.4	6.3	90	4.9	4.0	NNE	1.21	5.8	NNE	3.4	6.4	3.4	---	1015.7	0.00	0.0	184	1.32	197	0.9	0.03	1.0	0.041	0.000	10.6	78	6.9	10.4	15.75	1.2353	0.00	117	1	100.0	5
24.03.24	15:00	6.3	6.4	6.3	90	4.8	3.6	N	1.07	5.4	N	3.7	6.3	3.7	---	1015.6	0.00	0.0	208	1.49	227	1.0	0.04	1.1	0.042	0.000	10.6	78	6.9	10.4	15.75	1.2353	0.10	118	1	100.0	5
24.03.24	15:05	6.4	6.4	6.3	90	4.9	4.0	N	1.21	5.8	NNW	3.5	6.5	3.6	---	1015.5	0.00	0.0	220	1.58	227	1.1	0.04	1.1	0.041	0.000	10.6	78	6.9	10.4	15.75	1.2352	0.00	117	1	100.0	5
24.03.24	15:10	6.4	6.4	6.4	90	4.9	3.6	N	1.07	6.3	NNE	3.8	6.4	3.8	---	1015.5	0.00	0.0	198	1.42	206	1.0	0.04	1.0	0.041	0.000	10.6	78	6.9	10.4	15.75	1.2351	0.00	117	1	100.0	5
24.03.24	15:15	6.4	6.4	6.4	91	5.1	3.6	N	1.07	6.7	NNE	3.8	6.5	3.9	---	1015.4	0.00	0.0	196	1.40	200	1.0	0.04	1.0	0.041	0.000	10.6	78	6.9	10.4	15.75	1.2350	0.00	117	1	100.0	5
24.03.24	15:20	6.5	6.6	6.4	90	5.0	3.1	NNE	0.94	5.4	NE	4.2	6.6	4.3	---	1015.4	0.00	0.0	183	1.31	192	0.9	0.03	0.9	0.041	0.000	10.6	78	6.9	10.4	15.75	1.2350	0.00	117	1	100.0	5
24.03.24	15:25	6.5	6.6	6.5	90	5.0	3.1	N	0.94	5.4	N	4.2	6.6	4.3	---	1015.4	0.00	0.0	160	1.15	167	0.8	0.03	0.8	0.041	0.000	10.6	79	7.1	10.5	16.05	1.2348	0.00	117	1	100.0	5
24.03.24	15:30	6.6	6.6	6.5	91	5.2	3.1	N	0.94	5.4	N	4.3	6.6	4.4	---	1015.4	0.00	0.0	159	1.14	162	0.8	0.03	0.8	0.041	0.000	10.6	79	7.1	10.5	16.05	1.2348	0.00	117	1	100.0	5
24.03.24	15:35	6.7	6.7	6.6	91	5.3	2.7	NNE	0.80	5.8	NE	4.7	6.7	4.8	---	1015.3	0.00	0.0	176	1.26	192	0.8	0.03	0.9	0.041	0.000	10.6	79	7.1	10.5	16.05	1.2347	0.00	117	1	100.0	5
24.03.24	15:40	6.7	6.7	6.6	91	5.4	2.7	NNE	0.80	4.9	NE	4.8	6.8	4.8	---	1015.2	0.00	0.0	212	1.52	220	1.0	0.04	1.0	0.040	0.000	10.6	79	7.1	10.5	16.05	1.2346	0.00	117	1	100.0	5
24.03.24	15:45	6.7	6.7	6.7	90	5.1	4.0	NNE	1.21	5.8	NE	3.8	6.7	3.8	---	1015.2	0.00	0.0	210	1.51	216	1.0	0.04	1.0	0.041	0.000	10.6	79	7.1	10.5	16.05	1.2346	0.00	117	1	100.0	5
24.03.24	15:50	6.8	6.8	6.7	91	5.4	3.6	NNE	1.07	4.9	NNE	4.2	6.8	4.3	---	1015.2	0.00	0.0	229	1.64	234	1.1	0.04	1.1	0.040	0.000	10.6	79	7.1	10.5	16.05	1.2346	0.00	117	1	100.0	5
24.03.24	15:55	6.9	6.9	6.7	91	5.5	2.7	NNE	0.80	4.5	NE	5.0	6.9	5.1	---	1015.1	0.00	0.0	211	1.51	227	1.0	0.04	1.0	0.040	0.000	10.6	79	7.1	10.5	16.05	1.2345	0.00	117	1	100.0	5
24.03.24	16:00	6.9	6.9	6.8	91	5.6	3.6	NNE	1.07	5.8	NNE	4.4	7.0	4.5	---	1015.1	0.00	0.0	183	1.31	204	0.8	0.03	0.9	0.040	0.000	10.6	79	7.1	10.5	16.05	1.2344	0.08	117	1	100.0	5
24.03.24	16:05	7.0	7.0	6.9	91	5.6	3.1	NNE	0.94	4.9	NNE	4.8	7.1	4.9	---	1015.0	0.00	0.0	165	1.18	171	0.8	0.03	0.8	0.039	0.000	10.6	79	7.1	10.5	16.05	1.2344	0.00	118	1	100.0	5
24.03.24	16:10	7.1	7.1	6.9	91	5.7	3.1	NE	0.94	4.0	NNE	5.0	7.2	5.1	---	1015.0	0.00	0.0	173	1.24	181	0.8	0.03	0.8	0.039	0.000	10.6	79	7.1	10.5	16.05	1.2344	0.00	117	1	100.0	5
24.03.24	16:15	7.2	7.2	7.1	91	5.9	2.7	NE	0.80	4.5	E	5.4	7.3	5.4	---	1014.9	0.00	0.0	170	1.22	181	0.8	0.03	0.8	0.039	0.000	10.6	79	7.1	10.5	16.05	1.2342	0.00	117	1	100.0	5
24.03.24	16:20	7.2	7.3	7.2	91	5.9	2.7	NNE	0.80	4.9	N	5.4	7.3	5.4	---	1014.8	0.00	0.0	154	1.10	156	0.7	0.03	0.7	0.039	0.000	10.6	79	7.1	10.5	16.05	1.2341	0.00	117	1	100.0	5
24.03.24	16:25	7.2	7.3	7.2	90	5.7	2.7	ENE	0.80	4.5	ENE	5.4	7.3	5.4	---	1014.8	0.00	0.0	157	1.13	160	0.7	0.03	0.7	0.039	0.000	10.6	79	7.1	10.5	16.05	1.2341	0.00	117	1	100.0	5
24.03.24	16:30	7.2	7.3	7.2	90	5.7	3.6	NE	1.07	4.9	ENE	4.8	7.3	4.8	---	1014.6	0.00	0.0	167	1.20	178	0.7	0.03	0.7	0.039	0.000	10.6	79	7.1	10.5	16.05	1.2339	0.00	117	1	100.0	5
24.03.24	16:35	7.3	7.3	7.2	90	5.8	2.2	NNE	0.67	4.0	NE	5.8	7.4	5.9	---	1014.6	0.00	0.0	175	1.25	185	0.7	0.03	0.8	0.038	0.000	10.6	79	7.1	10.5	16.05	1.2339	0.00	117	1	100.0	5
24.03.24	16:40	7.4	7.4	7.3	90	5.9	2.7	NE	0.80	4.9	ENE	5.6	7.4	5.7	---	1014.7	0.00	0.0	148	1.06	153	0.6	0.02	0.7	0.038	0.000	10.6	79	7.1	10.5	16.05	1.2339	0.00	117	1	100.0	5
24.03.24	16:45	7.4	7.4	7.3	90	5.9	2.7	NNE	0.80	4.5	ENE	5.6	7.4	5.7	---	1014.5	0.00	0.0	143	1.02	148	0.6	0.02	0.6	0.038	0.000	10.6	79	7.1	10.5	16.05	1.2338	0.00	117	1	100.0	5
24.03.24	16:50	7.4	7.4	7.3	90	5.9	2.7	NE	0.80	4.9	ENE	5.7	7.5	5.7	---	1014.4	0.00	0.0	124	0.89	132	0.5	0.02	0.5	0.038	0.000	10.6	79	7.1	10.5	16.05	1.2336	0.00	117	1	100.0	5
24.03.24	16:55	7.4	7.5	7.4	90	5.9	2.7	NE	0.80	4.0	NE	5.7	7.5	5.7	---	1014.4	0.00	0.0	113	0.81	120	0.5	0.02	0.5	0.038	0.000	10.6	79	7.1	10.5	16.05	1.2336	0.00	117	1	100.0	5
24.03.24	17:00	7.4	7.5	7.4	90	5.9	2.2	ENE	0.67	4.5	ENE	6.0	7.5	6.1	---	1014.6	0.00	0.0	102	0.73	109	0.2	0.01	0.5	0.038	0.000	10.6	79	7.1	10.5	16.05	1.2338	0.08	117	1	100.0	5
24.03.24	17:05	7.5	7.5	7.4	90	6.0	2.2	NNE	0.67	4.0	ENE	6.1	7.6	6.1	---	1014.8	0.00	0.0	102	0.73	104	0.0	0.00	0.0	0.038	0.000	10.6	79	7.1	10.4	16.05	1.2344	0.00	117	1	100.0	5
24.03.24	17:10	7.5	7.5	7.4	90	6.0	2.2	NE	0.67	4.0	NE	6.1	7.6	6.1	---	1015.1	0.00	0.0	97	0.70	105	0.0	0.00	0.0	0.038	0.000	10.6	79	7.1	10.4	16.05	1.2347	0.00	117	1	100.0	5
24.03.24	17:15	7.4	7.5	7.4	90	5.9	2.2	NE	0.67	4.0	NE	5.9	7.4	6.0	---	1015.2	0.00	0.0	86	0.62	88	0.0	0.00	0.0	0.038	0.000	10.6	79	7.1	10.4	16.05	1.2349	0.00	118	1	100.0	5
24.03.24	17:20	7.5	7.5	7.4	90	6.0	1.8	NNE	0.54	3.1	NNE	6.5	7.6	6.6	---	1015.1	0.00	0.0	78	0.56	81	0.0	0.00	0.0	0.038	0.000	10.6	79	7.1	10.4	16.05	1.2348	0.00	117	1	100.0	5
24.03.24	17:25	7.6	7.6	7.4	90	6.0	1.8	NNW	0.54	3.6	N	6.6	7.6	6.6	---	1015.2	0.00	0.0	84	0.60	86	0.0	0.00	0.0	0.037	0.000	10.6	79	7.1	10.4	16.05	1.2349	0.00	117	1	100.0	5
24.03.24	17:30	7.6	7.6	7.6	89	5.9	1.8	NNW	0.54	3.6	NW	6.6	7.6	6.6	---	1015.3	0.00	0.0	77	0.55	79	0.0	0.00	0.0	0.037	0.000	10.5	79	7.0	10.4	16.05	1.2353	0.00	117	1	100.0	5
24.03.24	17:35	7.4	7.6	7.4	90	5.9	2.2	NNW	0.67	4.0	NNW	6.0	7.5	6.1	---	1015.3	0.00	0.0	75	0.54	77	0.0	0.00	0.0	0.038	0.000	10.5	79	7.0	10.4	16.05	1.2353	0.00	117	1	100.0	5
24.03.24	17:40	7.3	7.4	7.3	90	5.8	2.2	NNW	0.67	4.0	N	5.8	7.4	5.9	---	1015.4	0.00	0.0	71	0.51	72	0.0	0.00	0.0	0.038	0.000	10.5	79	7.0	10.4	16.05	1.2354	0.00	117	1	100.0	5
24.03.24	17:45	7.2	7.3	7.2	90	5.7	1.8	NNW	0.54	3.6	N	6.2	7.3	6.2	---	1015.5	0.00	0.0	77	0.55	84	0.0	0.00	0.0	0.039	0.000	10.4	80	7.1	10.3	16.35	1.2356	0.00	117	1	100.0	5
